entity,code,year,mental_disorder,prevalence
Indonesia,IDN,2010.0,drug_use,0.565929
Indonesia,IDN,2011.0,drug_use,0.56906
Indonesia,IDN,2012.0,drug_use,0.572218
Indonesia,IDN,2013.0,drug_use,0.575353
Indonesia,IDN,2014.0,drug_use,0.578526
Indonesia,IDN,2015.0,drug_use,0.581601
Indonesia,IDN,2016.0,drug_use,0.585003
Indonesia,IDN,2017.0,drug_use,0.588079
Laos,LAO,1990.0,drug_use,0.602532
Laos,LAO,1991.0,drug_use,0.6027
Laos,LAO,1992.0,drug_use,0.60322
Laos,LAO,1993.0,drug_use,0.603923
Laos,LAO,1994.0,drug_use,0.605355
Laos,LAO,1995.0,drug_use,0.606354
Laos,LAO,1996.0,drug_use,0.61079
Laos,LAO,1997.0,drug_use,0.621741
Laos,LAO,1998.0,drug_use,0.63327
Laos,LAO,1999.0,drug_use,0.643859
Laos,LAO,2000.0,drug_use,0.650189
Laos,LAO,2001.0,drug_use,0.652594
Laos,LAO,2002.0,drug_use,0.654478
Laos,LAO,2003.0,drug_use,0.65677
Laos,LAO,2004.0,drug_use,0.659114
Laos,LAO,2005.0,drug_use,0.659786
Laos,LAO,2006.0,drug_use,0.66231
Laos,LAO,2007.0,drug_use,0.66517
Laos,LAO,2008.0,drug_use,0.667032
Laos,LAO,2009.0,drug_use,0.669561
Laos,LAO,2010.0,drug_use,0.670711
Laos,LAO,2011.0,drug_use,0.671772
Laos,LAO,2012.0,drug_use,0.671029
Laos,LAO,2013.0,drug_use,0.670158
Laos,LAO,2014.0,drug_use,0.66798
Laos,LAO,2015.0,drug_use,0.666111
Laos,LAO,2016.0,drug_use,0.662512
Laos,LAO,2017.0,drug_use,0.659139
Malaysia,MYS,1990.0,drug_use,0.599184
Malaysia,MYS,1991.0,drug_use,0.603073
Malaysia,MYS,1992.0,drug_use,0.608818
Malaysia,MYS,1993.0,drug_use,0.613741
Malaysia,MYS,1994.0,drug_use,0.617635
Malaysia,MYS,1995.0,drug_use,0.62158
Malaysia,MYS,1996.0,drug_use,0.625676
Malaysia,MYS,1997.0,drug_use,0.630222
Malaysia,MYS,1998.0,drug_use,0.635449
Malaysia,MYS,1999.0,drug_use,0.640208
Malaysia,MYS,2000.0,drug_use,0.644122
Malaysia,MYS,2001.0,drug_use,0.646986
Malaysia,MYS,2002.0,drug_use,0.650293
Malaysia,MYS,2003.0,drug_use,0.652729
Malaysia,MYS,2004.0,drug_use,0.654007
Malaysia,MYS,2005.0,drug_use,0.656393
Malaysia,MYS,2006.0,drug_use,0.656002
Malaysia,MYS,2007.0,drug_use,0.653429
Malaysia,MYS,2008.0,drug_use,0.651567
Malaysia,MYS,2009.0,drug_use,0.649421
Malaysia,MYS,2010.0,drug_use,0.649305
Malaysia,MYS,2011.0,drug_use,0.651677
Malaysia,MYS,2012.0,drug_use,0.654335
Malaysia,MYS,2013.0,drug_use,0.657346
Malaysia,MYS,2014.0,drug_use,0.660581
Malaysia,MYS,2015.0,drug_use,0.664769
Malaysia,MYS,2016.0,drug_use,0.669224
Malaysia,MYS,2017.0,drug_use,0.673644
Myanmar,MMR,1990.0,drug_use,0.554365
Myanmar,MMR,1991.0,drug_use,0.554288
Myanmar,MMR,1992.0,drug_use,0.554365
Myanmar,MMR,1993.0,drug_use,0.555014
Myanmar,MMR,1994.0,drug_use,0.554577
Myanmar,MMR,1995.0,drug_use,0.554466
Myanmar,MMR,1996.0,drug_use,0.556724
Myanmar,MMR,1997.0,drug_use,0.559727
Myanmar,MMR,1998.0,drug_use,0.564505
Myanmar,MMR,1999.0,drug_use,0.567142
Myanmar,MMR,2000.0,drug_use,0.56951
Myanmar,MMR,2001.0,drug_use,0.568841
Myanmar,MMR,2002.0,drug_use,0.568675
Myanmar,MMR,2003.0,drug_use,0.568645
Myanmar,MMR,2004.0,drug_use,0.568369
Myanmar,MMR,2005.0,drug_use,0.568402
Myanmar,MMR,2006.0,drug_use,0.56744
Myanmar,MMR,2007.0,drug_use,0.566608
Myanmar,MMR,2008.0,drug_use,0.565027
Myanmar,MMR,2009.0,drug_use,0.564461
Myanmar,MMR,2010.0,drug_use,0.564225
Myanmar,MMR,2011.0,drug_use,0.565363
Myanmar,MMR,2012.0,drug_use,0.566976
Myanmar,MMR,2013.0,drug_use,0.568487
Myanmar,MMR,2014.0,drug_use,0.57025
Myanmar,MMR,2015.0,drug_use,0.572084
Myanmar,MMR,2016.0,drug_use,0.574688
Myanmar,MMR,2017.0,drug_use,0.576855
Philippines,PHL,1990.0,drug_use,0.673144
Philippines,PHL,1991.0,drug_use,0.672529
Philippines,PHL,1992.0,drug_use,0.671354
Philippines,PHL,1993.0,drug_use,0.669271
Philippines,PHL,1994.0,drug_use,0.666793
Philippines,PHL,1995.0,drug_use,0.665048
Philippines,PHL,1996.0,drug_use,0.662103
Philippines,PHL,1997.0,drug_use,0.658047
Philippines,PHL,1998.0,drug_use,0.653219
Philippines,PHL,1999.0,drug_use,0.648536
Philippines,PHL,2000.0,drug_use,0.643413
Philippines,PHL,2001.0,drug_use,0.637784
Philippines,PHL,2002.0,drug_use,0.631259
Philippines,PHL,2003.0,drug_use,0.624416
Philippines,PHL,2004.0,drug_use,0.619837
Philippines,PHL,2005.0,drug_use,0.618354
Philippines,PHL,2006.0,drug_use,0.619706
Philippines,PHL,2007.0,drug_use,0.621566
Philippines,PHL,2008.0,drug_use,0.623479
Philippines,PHL,2009.0,drug_use,0.625624
Philippines,PHL,2010.0,drug_use,0.628205
Philippines,PHL,2011.0,drug_use,0.631187
Philippines,PHL,2012.0,drug_use,0.632605
Philippines,PHL,2013.0,drug_use,0.635704
Philippines,PHL,2014.0,drug_use,0.638873
Philippines,PHL,2015.0,drug_use,0.641977
Philippines,PHL,2016.0,drug_use,0.64547
Philippines,PHL,2017.0,drug_use,0.648898
Singapore,SGP,1990.0,drug_use,0.870878
Singapore,SGP,1991.0,drug_use,0.871673
Singapore,SGP,1992.0,drug_use,0.872894
Singapore,SGP,1993.0,drug_use,0.873807
Singapore,SGP,1994.0,drug_use,0.874224
Singapore,SGP,1995.0,drug_use,0.875253
Singapore,SGP,1996.0,drug_use,0.87663
Singapore,SGP,1997.0,drug_use,0.880213
Singapore,SGP,1998.0,drug_use,0.882298
Singapore,SGP,1999.0,drug_use,0.885081
Singapore,SGP,2000.0,drug_use,0.88601
Singapore,SGP,2001.0,drug_use,0.887601
Singapore,SGP,2002.0,drug_use,0.888123
Singapore,SGP,2003.0,drug_use,0.888655
Singapore,SGP,2004.0,drug_use,0.890016
Singapore,SGP,2005.0,drug_use,0.890601
Singapore,SGP,2006.0,drug_use,0.892023
Singapore,SGP,2007.0,drug_use,0.895746
Singapore,SGP,2008.0,drug_use,0.899624
Singapore,SGP,2009.0,drug_use,0.903514
Singapore,SGP,2010.0,drug_use,0.905922
Singapore,SGP,2011.0,drug_use,0.90722
Singapore,SGP,2012.0,drug_use,0.908718
Singapore,SGP,2013.0,drug_use,0.90987
Singapore,SGP,2014.0,drug_use,0.910808
Singapore,SGP,2015.0,drug_use,0.912167
Singapore,SGP,2016.0,drug_use,0.913157
Singapore,SGP,2017.0,drug_use,0.914669
Southeast Asia,,1990.0,drug_use,0.602641
Southeast Asia,,1991.0,drug_use,0.603582
Southeast Asia,,1992.0,drug_use,0.604809
Southeast Asia,,1993.0,drug_use,0.60614
Southeast Asia,,1994.0,drug_use,0.607339
Southeast Asia,,1995.0,drug_use,0.608353
Southeast Asia,,1996.0,drug_use,0.610933
Southeast Asia,,1997.0,drug_use,0.61501
Southeast Asia,,1998.0,drug_use,0.61962
Southeast Asia,,1999.0,drug_use,0.623
Southeast Asia,,2000.0,drug_use,0.624802
Southeast Asia,,2001.0,drug_use,0.624705
Southeast Asia,,2002.0,drug_use,0.624317
Southeast Asia,,2003.0,drug_use,0.624349
Southeast Asia,,2004.0,drug_use,0.624354
Southeast Asia,,2005.0,drug_use,0.624698
Southeast Asia,,2006.0,drug_use,0.624471
Southeast Asia,,2007.0,drug_use,0.622827
Southeast Asia,,2008.0,drug_use,0.620877
Southeast Asia,,2009.0,drug_use,0.619878
Southeast Asia,,2010.0,drug_use,0.620692
Southeast Asia,,2011.0,drug_use,0.623049
Southeast Asia,,2012.0,drug_use,0.625374
Southeast Asia,,2013.0,drug_use,0.628392
Southeast Asia,,2014.0,drug_use,0.631666
Southeast Asia,,2015.0,drug_use,0.635077
Southeast Asia,,2016.0,drug_use,0.63916
Southeast Asia,,2017.0,drug_use,0.643613
Thailand,THA,1990.0,drug_use,0.751753
Thailand,THA,1991.0,drug_use,0.753249
Thailand,THA,1992.0,drug_use,0.757215
Thailand,THA,1993.0,drug_use,0.762431
Thailand,THA,1994.0,drug_use,0.768406
Thailand,THA,1995.0,drug_use,0.773351
Thailand,THA,1996.0,drug_use,0.79075
Thailand,THA,1997.0,drug_use,0.82235
Thailand,THA,1998.0,drug_use,0.857609
Thailand,THA,1999.0,drug_use,0.887794
Thailand,THA,2000.0,drug_use,0.903439
Thailand,THA,2001.0,drug_use,0.907508
Thailand,THA,2002.0,drug_use,0.909875
Thailand,THA,2003.0,drug_use,0.913725
Thailand,THA,2004.0,drug_use,0.916717
Thailand,THA,2005.0,drug_use,0.917915
Thailand,THA,2006.0,drug_use,0.9052
Thailand,THA,2007.0,drug_use,0.873104
Thailand,THA,2008.0,drug_use,0.834454
Thailand,THA,2009.0,drug_use,0.802976
Thailand,THA,2010.0,drug_use,0.789129
Thailand,THA,2011.0,drug_use,0.789643
Thailand,THA,2012.0,drug_use,0.791562
Thailand,THA,2013.0,drug_use,0.795457
Thailand,THA,2014.0,drug_use,0.802973
Thailand,THA,2015.0,drug_use,0.81183
Thailand,THA,2016.0,drug_use,0.826159
Thailand,THA,2017.0,drug_use,0.846268
Timor,TLS,2002.0,drug_use,0.600225
Timor,TLS,2003.0,drug_use,0.600719
Timor,TLS,2004.0,drug_use,0.602195
Timor,TLS,2005.0,drug_use,0.60248
Timor,TLS,2006.0,drug_use,0.603899
Timor,TLS,2007.0,drug_use,0.607403
Timor,TLS,2008.0,drug_use,0.611572
Timor,TLS,2009.0,drug_use,0.615856
Timor,TLS,2010.0,drug_use,0.618708
Timor,TLS,2011.0,drug_use,0.620989
Timor,TLS,2012.0,drug_use,0.623697
Timor,TLS,2013.0,drug_use,0.626121
Timor,TLS,2014.0,drug_use,0.627091
Timor,TLS,2015.0,drug_use,0.62952
Timor,TLS,2016.0,drug_use,0.630828
Timor,TLS,2017.0,drug_use,0.632557
World,OWID_WRL,1990.0,drug_use,0.90085
World,OWID_WRL,1991.0,drug_use,0.900952
World,OWID_WRL,1992.0,drug_use,0.901787
World,OWID_WRL,1993.0,drug_use,0.903045
World,OWID_WRL,1994.0,drug_use,0.904346
World,OWID_WRL,1995.0,drug_use,0.905352
World,OWID_WRL,1996.0,drug_use,0.907855
World,OWID_WRL,1997.0,drug_use,0.912141
World,OWID_WRL,1998.0,drug_use,0.916817
World,OWID_WRL,1999.0,drug_use,0.920007
World,OWID_WRL,2000.0,drug_use,0.920009
World,OWID_WRL,2001.0,drug_use,0.917895
World,OWID_WRL,2002.0,drug_use,0.915672
World,OWID_WRL,2003.0,drug_use,0.91355
World,OWID_WRL,2004.0,drug_use,0.911474
World,OWID_WRL,2005.0,drug_use,0.909666
World,OWID_WRL,2006.0,drug_use,0.908198
World,OWID_WRL,2007.0,drug_use,0.907976
World,OWID_WRL,2008.0,drug_use,0.90868
World,OWID_WRL,2009.0,drug_use,0.910655
World,OWID_WRL,2010.0,drug_use,0.911891
World,OWID_WRL,2011.0,drug_use,0.91385
World,OWID_WRL,2012.0,drug_use,0.916861
World,OWID_WRL,2013.0,drug_use,0.920595
World,OWID_WRL,2014.0,drug_use,0.924949
World,OWID_WRL,2015.0,drug_use,0.929892
World,OWID_WRL,2016.0,drug_use,0.935503
World,OWID_WRL,2017.0,drug_use,0.941628
Brunei,BRN,1990.0,depression,2.577977
Brunei,BRN,1991.0,depression,2.562828
Brunei,BRN,1992.0,depression,2.551382
Brunei,BRN,1993.0,depression,2.543804
Brunei,BRN,1994.0,depression,2.538465
Brunei,BRN,1995.0,depression,2.538254
Brunei,BRN,1996.0,depression,2.542379
Brunei,BRN,1997.0,depression,2.546257
Brunei,BRN,1998.0,depression,2.551476
Brunei,BRN,1999.0,depression,2.55465
Brunei,BRN,2000.0,depression,2.556106
Brunei,BRN,2001.0,depression,2.560494
Brunei,BRN,2002.0,depression,2.56292
Brunei,BRN,2003.0,depression,2.564558
Brunei,BRN,2004.0,depression,2.564859
Brunei,BRN,2005.0,depression,2.564437
Brunei,BRN,2006.0,depression,2.557599
Brunei,BRN,2007.0,depression,2.547353
Brunei,BRN,2008.0,depression,2.535507
Brunei,BRN,2009.0,depression,2.525218
Brunei,BRN,2010.0,depression,2.520511
Brunei,BRN,2011.0,depression,2.520227
Brunei,BRN,2012.0,depression,2.52084
Brunei,BRN,2013.0,depression,2.524062
Brunei,BRN,2014.0,depression,2.528216
Brunei,BRN,2015.0,depression,2.537144
Brunei,BRN,2016.0,depression,2.548472
Brunei,BRN,2017.0,depression,2.561983
Cambodia,KHM,1990.0,depression,3.161072
Cambodia,KHM,1991.0,depression,3.182021
Cambodia,KHM,1992.0,depression,3.198155
Cambodia,KHM,1993.0,depression,3.212603
Cambodia,KHM,1994.0,depression,3.220113
Cambodia,KHM,1995.0,depression,3.224542
Cambodia,KHM,1996.0,depression,3.222364
Cambodia,KHM,1997.0,depression,3.216061
Cambodia,KHM,1998.0,depression,3.208331
Cambodia,KHM,1999.0,depression,3.199992
Cambodia,KHM,2000.0,depression,3.192875
Cambodia,KHM,2001.0,depression,3.184029
Cambodia,KHM,2002.0,depression,3.175449
Cambodia,KHM,2003.0,depression,3.16658
Cambodia,KHM,2004.0,depression,3.159335
Cambodia,KHM,2005.0,depression,3.151792
Cambodia,KHM,2006.0,depression,3.145051
Cambodia,KHM,2007.0,depression,3.137938
Cambodia,KHM,2008.0,depression,3.130472
Cambodia,KHM,2009.0,depression,3.124683
Cambodia,KHM,2010.0,depression,3.118402
Cambodia,KHM,2011.0,depression,3.115061
Cambodia,KHM,2012.0,depression,3.110733
Cambodia,KHM,2013.0,depression,3.10775
Cambodia,KHM,2014.0,depression,3.103511
Cambodia,KHM,2015.0,depression,3.100648
Cambodia,KHM,2016.0,depression,3.096661
Cambodia,KHM,2017.0,depression,3.094945
Indonesia,IDN,1990.0,depression,2.632151
Indonesia,IDN,1991.0,depression,2.626713
Indonesia,IDN,1992.0,depression,2.622194
Indonesia,IDN,1993.0,depression,2.61879
Indonesia,IDN,1994.0,depression,2.616341
Indonesia,IDN,1995.0,depression,2.615768
Indonesia,IDN,1996.0,depression,2.616892
Indonesia,IDN,1997.0,depression,2.618268
Indonesia,IDN,1998.0,depression,2.619794
Indonesia,IDN,1999.0,depression,2.621846
Indonesia,IDN,2000.0,depression,2.623082
Indonesia,IDN,2001.0,depression,2.625586
Indonesia,IDN,2002.0,depression,2.628493
Indonesia,IDN,2003.0,depression,2.631728
Indonesia,IDN,2004.0,depression,2.634367
Indonesia,IDN,2005.0,depression,2.635058
Indonesia,IDN,2006.0,depression,2.632224
Indonesia,IDN,2007.0,depression,2.625918
Indonesia,IDN,2008.0,depression,2.618158
Indonesia,IDN,2009.0,depression,2.612387
Indonesia,IDN,2010.0,depression,2.609842
Indonesia,IDN,2011.0,depression,2.610547
Indonesia,IDN,2012.0,depression,2.612448
Indonesia,IDN,2013.0,depression,2.615656
Indonesia,IDN,2014.0,depression,2.619625
Indonesia,IDN,2015.0,depression,2.625926
Indonesia,IDN,2016.0,depression,2.633091
Indonesia,IDN,2017.0,depression,2.642736
Laos,LAO,1990.0,depression,2.89951
Laos,LAO,1991.0,depression,2.926229
Laos,LAO,1992.0,depression,2.948154
Laos,LAO,1993.0,depression,2.962173
Laos,LAO,1994.0,depression,2.972031
Laos,LAO,1995.0,depression,2.975201
Laos,LAO,1996.0,depression,2.967245
Laos,LAO,1997.0,depression,2.947506
Laos,LAO,1998.0,depression,2.922596
Laos,LAO,1999.0,depression,2.900491
Laos,LAO,2000.0,depression,2.888245
Laos,LAO,2001.0,depression,2.885592
Laos,LAO,2002.0,depression,2.883402
Laos,LAO,2003.0,depression,2.884395
Laos,LAO,2004.0,depression,2.884185
Laos,LAO,2005.0,depression,2.88176
Laos,LAO,2006.0,depression,2.878912
Laos,LAO,2007.0,depression,2.874339
Laos,LAO,2008.0,depression,2.870565
Laos,LAO,2009.0,depression,2.865837
Laos,LAO,2010.0,depression,2.867502
Laos,LAO,2011.0,depression,2.868013
Laos,LAO,2012.0,depression,2.871419
Laos,LAO,2013.0,depression,2.876081
Laos,LAO,2014.0,depression,2.882535
Laos,LAO,2015.0,depression,2.890786
Laos,LAO,2016.0,depression,2.900348
Laos,LAO,2017.0,depression,2.912431
Malaysia,MYS,1990.0,depression,3.221567
Malaysia,MYS,1991.0,depression,3.224416
Malaysia,MYS,1992.0,depression,3.227375
Malaysia,MYS,1993.0,depression,3.226866
Malaysia,MYS,1994.0,depression,3.228043
Malaysia,MYS,1995.0,depression,3.228262
Malaysia,MYS,1996.0,depression,3.224859
Malaysia,MYS,1997.0,depression,3.218262
Malaysia,MYS,1998.0,depression,3.212175
Malaysia,MYS,1999.0,depression,3.209483
Malaysia,MYS,2000.0,depression,3.212443
Malaysia,MYS,2001.0,depression,3.239027
Malaysia,MYS,2002.0,depression,3.289095
Malaysia,MYS,2003.0,depression,3.34399
Malaysia,MYS,2004.0,depression,3.391976
Malaysia,MYS,2005.0,depression,3.412226
Malaysia,MYS,2006.0,depression,3.411037
Malaysia,MYS,2007.0,depression,3.404257
Malaysia,MYS,2008.0,depression,3.39477
Malaysia,MYS,2009.0,depression,3.389505
Malaysia,MYS,2010.0,depression,3.386558
Malaysia,MYS,2011.0,depression,3.38919
Malaysia,MYS,2012.0,depression,3.399075
Malaysia,MYS,2013.0,depression,3.415474
Malaysia,MYS,2014.0,depression,3.435105
Malaysia,MYS,2015.0,depression,3.461155
Malaysia,MYS,2016.0,depression,3.489505
Malaysia,MYS,2017.0,depression,3.520854
Myanmar,MMR,1990.0,depression,2.24431
Myanmar,MMR,1991.0,depression,2.246085
Myanmar,MMR,1992.0,depression,2.246402
Myanmar,MMR,1993.0,depression,2.248158
Myanmar,MMR,1994.0,depression,2.247234
Myanmar,MMR,1995.0,depression,2.248275
Myanmar,MMR,1996.0,depression,2.246978
Myanmar,MMR,1997.0,depression,2.24188
Myanmar,MMR,1998.0,depression,2.238113
Myanmar,MMR,1999.0,depression,2.234059
Myanmar,MMR,2000.0,depression,2.233269
Myanmar,MMR,2001.0,depression,2.235922
Myanmar,MMR,2002.0,depression,2.237573
Myanmar,MMR,2003.0,depression,2.239579
Myanmar,MMR,2004.0,depression,2.242549
Myanmar,MMR,2005.0,depression,2.244641
Myanmar,MMR,2006.0,depression,2.247225
Myanmar,MMR,2007.0,depression,2.248896
Myanmar,MMR,2008.0,depression,2.250329
Myanmar,MMR,2009.0,depression,2.250691
Myanmar,MMR,2010.0,depression,2.252659
Myanmar,MMR,2011.0,depression,2.255905
Myanmar,MMR,2012.0,depression,2.26182
Myanmar,MMR,2013.0,depression,2.267493
Myanmar,MMR,2014.0,depression,2.274676
Myanmar,MMR,2015.0,depression,2.282712
Myanmar,MMR,2016.0,depression,2.290754
Myanmar,MMR,2017.0,depression,2.300982
Philippines,PHL,1990.0,depression,2.953031
Philippines,PHL,1991.0,depression,2.941468
Philippines,PHL,1992.0,depression,2.930071
Philippines,PHL,1993.0,depression,2.915946
Philippines,PHL,1994.0,depression,2.900552
Philippines,PHL,1995.0,depression,2.885948
Philippines,PHL,1996.0,depression,2.862835
Philippines,PHL,1997.0,depression,2.829757
Philippines,PHL,1998.0,depression,2.794866
Philippines,PHL,1999.0,depression,2.7643
Philippines,PHL,2000.0,depression,2.744974
Philippines,PHL,2001.0,depression,2.732641
Philippines,PHL,2002.0,depression,2.722645
Philippines,PHL,2003.0,depression,2.716396
Philippines,PHL,2004.0,depression,2.711981
Philippines,PHL,2005.0,depression,2.710132
Philippines,PHL,2006.0,depression,2.711847
Philippines,PHL,2007.0,depression,2.714691
Philippines,PHL,2008.0,depression,2.718874
Philippines,PHL,2009.0,depression,2.722347
Philippines,PHL,2010.0,depression,2.724996
Philippines,PHL,2011.0,depression,2.728667
Philippines,PHL,2012.0,depression,2.732704
Philippines,PHL,2013.0,depression,2.737509
Philippines,PHL,2014.0,depression,2.743462
Philippines,PHL,2015.0,depression,2.749335
Philippines,PHL,2016.0,depression,2.756013
Philippines,PHL,2017.0,depression,2.765176
Singapore,SGP,1990.0,depression,3.926732
Singapore,SGP,1991.0,depression,3.95624
Singapore,SGP,1992.0,depression,3.981979
Singapore,SGP,1993.0,depression,4.000174
Singapore,SGP,1994.0,depression,4.008024
Singapore,SGP,1995.0,depression,4.000114
Singapore,SGP,1996.0,depression,3.982002
Singapore,SGP,1997.0,depression,3.965194
Singapore,SGP,1998.0,depression,3.945363
Singapore,SGP,1999.0,depression,3.921154
Singapore,SGP,2000.0,depression,3.894925
Singapore,SGP,2001.0,depression,3.836638
Singapore,SGP,2002.0,depression,3.742717
Singapore,SGP,2003.0,depression,3.63728
Singapore,SGP,2004.0,depression,3.54791
Singapore,SGP,2005.0,depression,3.494622
Singapore,SGP,2006.0,depression,3.472043
Singapore,SGP,2007.0,depression,3.450938
Singapore,SGP,2008.0,depression,3.434851
Singapore,SGP,2009.0,depression,3.422751
Singapore,SGP,2010.0,depression,3.417825
Singapore,SGP,2011.0,depression,3.41716
Singapore,SGP,2012.0,depression,3.417503
Singapore,SGP,2013.0,depression,3.419186
Singapore,SGP,2014.0,depression,3.421481
Singapore,SGP,2015.0,depression,3.42572
Singapore,SGP,2016.0,depression,3.42996
Singapore,SGP,2017.0,depression,3.438271
Southeast Asia,,1990.0,depression,2.808887
Southeast Asia,,1991.0,depression,2.809663
Southeast Asia,,1992.0,depression,2.809867
Southeast Asia,,1993.0,depression,2.809715
Southeast Asia,,1994.0,depression,2.80934
Southeast Asia,,1995.0,depression,2.808876
Southeast Asia,,1996.0,depression,2.806493
Southeast Asia,,1997.0,depression,2.801702
Southeast Asia,,1998.0,depression,2.796119
Southeast Asia,,1999.0,depression,2.791642
Southeast Asia,,2000.0,depression,2.788651
Southeast Asia,,2001.0,depression,2.789447
Southeast Asia,,2002.0,depression,2.79151
Southeast Asia,,2003.0,depression,2.794947
Southeast Asia,,2004.0,depression,2.798296
Southeast Asia,,2005.0,depression,2.799024
Southeast Asia,,2006.0,depression,2.797293
Southeast Asia,,2007.0,depression,2.79355
Southeast Asia,,2008.0,depression,2.789398
Southeast Asia,,2009.0,depression,2.785994
Southeast Asia,,2010.0,depression,2.783571
Southeast Asia,,2011.0,depression,2.783757
Southeast Asia,,2012.0,depression,2.785152
Southeast Asia,,2013.0,depression,2.787306
Southeast Asia,,2014.0,depression,2.790554
Southeast Asia,,2015.0,depression,2.794906
Southeast Asia,,2016.0,depression,2.800115
Southeast Asia,,2017.0,depression,2.807239
Thailand,THA,1990.0,depression,2.979739
Thailand,THA,1991.0,depression,2.994226
Thailand,THA,1992.0,depression,3.005804
Thailand,THA,1993.0,depression,3.019329
Thailand,THA,1994.0,depression,3.033093
Thailand,THA,1995.0,depression,3.043687
Thailand,THA,1996.0,depression,3.052955
Thailand,THA,1997.0,depression,3.064761
Thailand,THA,1998.0,depression,3.073758
Thailand,THA,1999.0,depression,3.082819
Thailand,THA,2000.0,depression,3.09092
Thailand,THA,2001.0,depression,3.100764
Thailand,THA,2002.0,depression,3.109344
Thailand,THA,2003.0,depression,3.118553
Thailand,THA,2004.0,depression,3.127299
Thailand,THA,2005.0,depression,3.128016
Thailand,THA,2006.0,depression,3.125727
Thailand,THA,2007.0,depression,3.120784
Thailand,THA,2008.0,depression,3.115786
Thailand,THA,2009.0,depression,3.109989
Thailand,THA,2010.0,depression,3.10254
Thailand,THA,2011.0,depression,3.09972
Thailand,THA,2012.0,depression,3.096663
Thailand,THA,2013.0,depression,3.092496
Thailand,THA,2014.0,depression,3.089677
Thailand,THA,2015.0,depression,3.085864
Thailand,THA,2016.0,depression,3.085204
Thailand,THA,2017.0,depression,3.085057
Timor,TLS,2002.0,depression,3.233952
Timor,TLS,2003.0,depression,3.219262
Timor,TLS,2004.0,depression,3.205397
Timor,TLS,2005.0,depression,3.191836
Timor,TLS,2006.0,depression,3.181121
Timor,TLS,2007.0,depression,3.170289
Timor,TLS,2008.0,depression,3.161321
Timor,TLS,2009.0,depression,3.154088
Timor,TLS,2010.0,depression,3.148584
Timor,TLS,2011.0,depression,3.145859
Timor,TLS,2012.0,depression,3.143785
Timor,TLS,2013.0,depression,3.141171
Timor,TLS,2014.0,depression,3.139859
Timor,TLS,2015.0,depression,3.139772
Timor,TLS,2016.0,depression,3.138351
Timor,TLS,2017.0,depression,3.139087
World,OWID_WRL,1990.0,depression,3.541656
World,OWID_WRL,1991.0,depression,3.545953
World,OWID_WRL,1992.0,depression,3.54909
World,OWID_WRL,1993.0,depression,3.550657
World,OWID_WRL,1994.0,depression,3.550852
World,OWID_WRL,1995.0,depression,3.548757
World,OWID_WRL,1996.0,depression,3.545771
World,OWID_WRL,1997.0,depression,3.542639
World,OWID_WRL,1998.0,depression,3.539295
World,OWID_WRL,1999.0,depression,3.536604
World,OWID_WRL,2000.0,depression,3.533869
World,OWID_WRL,2001.0,depression,3.532534
World,OWID_WRL,2002.0,depression,3.532172
World,OWID_WRL,2003.0,depression,3.532221
World,OWID_WRL,2004.0,depression,3.532197
World,OWID_WRL,2005.0,depression,3.530434
World,OWID_WRL,2006.0,depression,3.520343
World,OWID_WRL,2007.0,depression,3.499569
World,OWID_WRL,2008.0,depression,3.47521
World,OWID_WRL,2009.0,depression,3.454304
World,OWID_WRL,2010.0,depression,3.444114
World,OWID_WRL,2011.0,depression,3.442548
World,OWID_WRL,2012.0,depression,3.441271
World,OWID_WRL,2013.0,depression,3.440182
World,OWID_WRL,2014.0,depression,3.439698
World,OWID_WRL,2015.0,depression,3.439238
World,OWID_WRL,2016.0,depression,3.439675
World,OWID_WRL,2017.0,depression,3.441087
Brunei,BRN,1990.0,alcohol_use,0.771017
Brunei,BRN,1991.0,alcohol_use,0.770862
Brunei,BRN,1992.0,alcohol_use,0.77043
Brunei,BRN,1993.0,alcohol_use,0.769584
Brunei,BRN,1994.0,alcohol_use,0.768343
Brunei,BRN,1995.0,alcohol_use,0.766785
Brunei,BRN,1996.0,alcohol_use,0.76518
Brunei,BRN,1997.0,alcohol_use,0.763607
Brunei,BRN,1998.0,alcohol_use,0.762069
Brunei,BRN,1999.0,alcohol_use,0.760646
Brunei,BRN,2000.0,alcohol_use,0.75944
Brunei,BRN,2001.0,alcohol_use,0.758491
Brunei,BRN,2002.0,alcohol_use,0.757716
Brunei,BRN,2003.0,alcohol_use,0.757351
Brunei,BRN,2004.0,alcohol_use,0.757469
Brunei,BRN,2005.0,alcohol_use,0.758107
Brunei,BRN,2006.0,alcohol_use,0.759901
Brunei,BRN,2007.0,alcohol_use,0.762688
Brunei,BRN,2008.0,alcohol_use,0.766046
Brunei,BRN,2009.0,alcohol_use,0.769447
Brunei,BRN,2010.0,alcohol_use,0.7723
Brunei,BRN,2011.0,alcohol_use,0.774864
Brunei,BRN,2012.0,alcohol_use,0.777644
Brunei,BRN,2013.0,alcohol_use,0.780455
Brunei,BRN,2014.0,alcohol_use,0.783274
Brunei,BRN,2015.0,alcohol_use,0.786194
Brunei,BRN,2016.0,alcohol_use,0.789027
Brunei,BRN,2017.0,alcohol_use,0.791919
Cambodia,KHM,1990.0,alcohol_use,0.807471
Cambodia,KHM,1991.0,alcohol_use,0.809215
Cambodia,KHM,1992.0,alcohol_use,0.810722
